着順,枠,馬番,馬名,性齢,負担重量,騎手,推定上り,馬体重,増減,調教師,単勝人気,降水量,気温,風速,風向,レース,距離,日時
14,7,11,スタジアムロック,牡2,53,△木幡 育也,39.1,482,4,清水 英克,14,0.5,11.6,1.9,北北西,3,1800,2019/11/23
1,7,15,マルガイターキッシュパレス,牡2,55,W.ビュイック,36.4,484,0,昆 貢,3,0,12.2,1.6,北,5,1600,2019/11/23
2,8,18,カフェサンドリヨン,牝2,54,北村 宏司,36.2,476,0,古賀 慎明,8,0,12.2,1.6,北,5,1600,2019/11/23
3,3,6,ブロウンアウェイ,牝2,54,丸山 元気,37.5,434,0,田島 俊明,11,0,12.2,1.6,北,5,1600,2019/11/23
4,5,9,アイヅオイワケ,牝2,51,▲藤田 菜七子,37.1,412,0,武市 康男,9,0,12.2,1.6,北,5,1600,2019/11/23
5,7,14,リヴィエラボーイ,牡2,54,☆野中 悠太郎,37.4,456,0,松山 将樹,7,0,12.2,1.6,北,5,1600,2019/11/23
6,2,4,テクノポリス,牡2,55,田辺 裕信,37.4,492,0,宗像 義忠,4,0,12.2,1.6,北,5,1600,2019/11/23
7,1,1,ビオロンスコッツ,牡2,52,▲山田 敬士,36.8,458,0,高橋 裕,14,0,12.2,1.6,北,5,1600,2019/11/23
8,8,17,ミッキーカクタス,牡2,55,横山 典弘,36.9,450,0,萩原 清,6,0,12.2,1.6,北,5,1600,2019/11/23
9,1,2,ヌンシーズ,牡2,55,勝浦 正樹,36.7,424,0,清水 英克,13,0,12.2,1.6,北,5,1600,2019/11/23
10,4,8,フォギーデイ,牝2,53,☆武藤 雅,36.5,450,0,水野 貴広,5,0,12.2,1.6,北,5,1600,2019/11/23
11,4,7,ダンスグルーヴィ,牝2,54,C.ルメール,37,454,0,大竹 正博,1,0,12.2,1.6,北,5,1600,2019/11/23
12,5,10,アドマイヤグルス,牡2,55,北村 友一,37.2,510,0,上原 博之,2,0,12.2,1.6,北,5,1600,2019/11/23
13,3,5,ネイチャーゴールド,牡2,55,武士沢 友治,37,488,0,根本 康広,10,0,12.2,1.6,北,5,1600,2019/11/23
14,7,13,グランドホース,牡2,55,宮崎 北斗,38.4,484,0,伊藤 伸一,18,0,12.2,1.6,北,5,1600,2019/11/23
15,2,3,プラトフエルテ,牝2,51,▲菅原 明良,38.2,434,0,武市 康男,12,0,12.2,1.6,北,5,1600,2019/11/23
16,6,11,マルガイファーストカム,牝2,54,丹内 祐次,37.2,456,0,菊川 正達,15,0,12.2,1.6,北,5,1600,2019/11/23
17,8,16,サンメリデン,牝2,54,横山 和生,36.8,398,0,清水 英克,17,0,12.2,1.6,北,5,1600,2019/11/23
18,6,12,ムーランアジュール,牝2,54,柴田 善臣,38.4,456,0,小桧山 悟,16,0,12.2,1.6,北,5,1600,2019/11/23
1,4,8,アスターコルネット,牡2,55,古川 吉洋,37.3,486,0,南井 克巳,1,0.5,12.1,1.5,北,6,1600,2019/11/23
2,3,5,マルガイグーガルドリームズ,牡2,55,松岡 正海,37.4,502,0,伊藤 伸一,3,0.5,12.1,1.5,北,6,1600,2019/11/23
3,2,3,リュードマン,牡2,55,大野 拓弥,37.6,468,0,中川 公成,4,0.5,12.1,1.5,北,6,1600,2019/11/23
4,6,12,マルガイコスモコンクエスト,牡2,55,丹内 祐次,37,508,0,宗像 義忠,9,0.5,12.1,1.5,北,6,1600,2019/11/23
5,4,7,タイセイレジーナ,牝2,54,北村 宏司,38.4,484,0,高橋 裕,2,0.5,12.1,1.5,北,6,1600,2019/11/23
6,6,11,マイネルグランサム,牡2,55,柴田 大知,37.8,450,0,奥村 武,10,0.5,12.1,1.5,北,6,1600,2019/11/23
7,5,10,ナックジーニアス,牡2,55,丸田 恭介,36.8,520,0,宗像 義忠,14,0.5,12.1,1.5,北,6,1600,2019/11/23
8,1,2,ノーブルフェアリー,牝2,54,勝浦 正樹,37.5,478,0,水野 貴広,12,0.5,12.1,1.5,北,6,1600,2019/11/23
9,3,6,タイキグロワール,牡2,55,丸山 元気,38.3,484,0,矢野 英一,5,0.5,12.1,1.5,北,6,1600,2019/11/23
10,1,1,マルガイアトランタテソーロ,牡2,54,☆武藤 雅,38.2,540,0,斎藤 誠,6,0.5,12.1,1.5,北,6,1600,2019/11/23
11,8,16,モアナグレイス,牝2,51,▲大塚 海渡,37.2,418,0,和田 雄二,15,0.5,12.1,1.5,北,6,1600,2019/11/23
12,7,14,サンバトルクリーク,牝2,53,☆野中 悠太郎,40.4,480,0,蛯名 利弘,8,0.5,12.1,1.5,北,6,1600,2019/11/23
13,8,15,クンクンクン,牝2,54,岩部 純二,38,446,0,加藤 和宏,13,0.5,12.1,1.5,北,6,1600,2019/11/23
14,2,4,ムーンセレナーデ,牡2,52,▲山田 敬士,39.7,494,0,小桧山 悟,16,0.5,12.1,1.5,北,6,1600,2019/11/23
15,7,13,トーセンレオーネ,牡2,55,横山 和生,39.2,480,0,土田 稔,11,0.5,12.1,1.5,北,6,1600,2019/11/23
16,5,9,キズナビーム,牡2,55,石川 裕紀人,43.8,534,0,鈴木 伸尋,7,0.5,12.1,1.5,北,6,1600,2019/11/23
1,2,3,デュードヴァン,牡2,55,L.デットーリ,36.6,476,6,加藤 征弘,1,0.5,12.3,1.7,北北西,9,1600,2019/11/23
2,7,13,ショウナンマリオ,牡2,55,菅原 明良,36.1,468,12,加藤 士津八,10,0.5,12.3,1.7,北北西,9,1600,2019/11/23
3,5,10,ダイメイコリーダ,牡2,55,松岡 正海,37.3,468,4,森田 直行,7,0.5,12.3,1.7,北北西,9,1600,2019/11/23
4,1,1,マルガイオーロラテソーロ,牡2,55,大野 拓弥,37.6,488,4,畠山 吉宏,5,0.5,12.3,1.7,北北西,9,1600,2019/11/23
5,8,16,ダノンファラオ,牡2,55,三浦 皇成,37.6,518,-4,矢作 芳人,3,0.5,12.3,1.7,北北西,9,1600,2019/11/23
6,3,5,ラブリーエンジェル,牝2,54,武士沢 友治,36.7,436,4,堀井 雅広,14,0.5,12.3,1.7,北北西,9,1600,2019/11/23
7,8,15,キョウエイゴー,牡2,55,丸山 元気,36.8,496,0,萱野 浩二,8,0.5,12.3,1.7,北北西,9,1600,2019/11/23
8,3,6,タイキルークス,牡2,55,菊沢 一樹,37.4,512,2,菊沢 隆徳,13,0.5,12.3,1.7,北北西,9,1600,2019/11/23
9,2,4,コスモインペリウム,牡2,55,柴田 大知,36.9,514,12,和田 雄二,9,0.5,12.3,1.7,北北西,9,1600,2019/11/23
10,6,12,アスターマリンバ,牡2,55,R.ムーア,38.1,514,-6,中竹 和也,6,0.5,12.3,1.7,北北西,9,1600,2019/11/23
11,7,14,トーセンタイミング,牡2,55,横山 和生,37.2,460,-4,土田 稔,15,0.5,12.3,1.7,北北西,9,1600,2019/11/23
12,5,9,マルガイセラン,牝2,54,横山 典弘,38.9,482,-6,松永 幹夫,2,0.5,12.3,1.7,北北西,9,1600,2019/11/23
13,4,7,アメリカンベイビー,牡2,55,M.デムーロ,38.8,476,10,庄野 靖志,4,0.5,12.3,1.7,北北西,9,1600,2019/11/23
14,6,11,ハルプモント,牡2,55,北村 宏司,36.9,480,-6,池上 昌和,16,0.5,12.3,1.7,北北西,9,1600,2019/11/23
15,1,2,マルガイクレパト,牝2,54,坂井 瑠星,39.4,460,-6,矢作 芳人,12,0.5,12.3,1.7,北北西,9,1600,2019/11/23
16,4,8,マティアス,牡2,55,津村 明秀,42.7,474,0,本田 優,11,0.5,12.3,1.7,北北西,9,1600,2019/11/23
1,1,1,セイウンパワフル,牡2,55,L.デットーリ,37,478,0,斎藤 誠,1,0,17.1,1.7,北西,1,1400,2019/11/24
2,1,2,タイキスウォード,牡2,54,☆菊沢 一樹,37.3,446,12,高橋 祥泰,3,0,17.1,1.7,北西,1,1400,2019/11/24
3,2,4,シェーネメロディ,牝2,54,C.ルメール,37.7,466,2,伊藤 大士,4,0,17.1,1.7,北西,1,1400,2019/11/24
4,8,18,ダイワリチャード,牡2,55,O.マーフィー,37.3,448,2,上原 博之,6,0,17.1,1.7,北西,1,1400,2019/11/24
5,4,7,サクラマス,牝2,54,北村 宏司,37.7,420,2,勢司 和浩,16,0,17.1,1.7,北西,1,1400,2019/11/24
6,8,16,ミツカネプリンス,牡2,55,津村 明秀,38,450,2,鈴木 伸尋,11,0,17.1,1.7,北西,1,1400,2019/11/24
7,5,10,プラットフォーマー,牝2,54,M.デムーロ,38.2,438,2,矢野 英一,7,0,17.1,1.7,北西,1,1400,2019/11/24
8,4,8,マイネルピカソ,牡2,55,柴田 大知,38.8,448,0,中野 栄治,15,0,17.1,1.7,北西,1,1400,2019/11/24
9,5,9,スノージュエリー,牝2,51,▲藤田 菜七子,37.6,446,4,根本 康広,8,0,17.1,1.7,北西,1,1400,2019/11/24
10,7,15,メイクアウィッシュ,牝2,54,岩田 康誠,37.8,436,-2,栗田 徹,2,0,17.1,1.7,北西,1,1400,2019/11/24
11,2,3,ペイシャフェアリー,牝2,51,▲山田 敬士,39.2,456,-4,高橋 裕,9,0,17.1,1.7,北西,1,1400,2019/11/24
12,8,17,サツキオーゴン,牝2,54,横山 和生,38.4,418,-4,石栗 龍彦,18,0,17.1,1.7,北西,1,1400,2019/11/24
13,3,6,スリジエ,牝2,54,武 豊,37.4,468,-2,奥村 武,5,0,17.1,1.7,北西,1,1400,2019/11/24
14,7,13,ヴォーグロックユー,牡2,55,江田 照男,39.2,480,4,牧 光二,12,0,17.1,1.7,北西,1,1400,2019/11/24
15,7,14,ヤエノロータス,牡2,52,▲小林 凌大,38.6,464,-6,天間 昭一,14,0,17.1,1.7,北西,1,1400,2019/11/24
16,3,5,クラウンコジーン,牡2,55,石川 裕紀人,38.3,442,0,蛯名 利弘,10,0,17.1,1.7,北西,1,1400,2019/11/24
17,6,12,ヨネンサンクミ,牝2,51,▲菅原 明良,38.2,420,0,佐藤 吉勝,13,0,17.1,1.7,北西,1,1400,2019/11/24
18,6,11,ロングヘア,牝2,54,嘉藤 貴行,39.3,476,-2,加藤 和宏,17,0,17.1,1.7,北西,1,1400,2019/11/24
1,5,10,バイシュラバナ,牡2,55,田辺 裕信,37.5,464,-2,久保田 貴士,2,0,18.3,1.4,北西,2,1600,2019/11/24
2,5,9,アドマイヤルプス,牡2,55,C.ルメール,37.4,552,2,加藤 征弘,3,0,18.3,1.4,北西,2,1600,2019/11/24
3,2,4,ファイブリーフ,牡2,55,O.マーフィー,37.6,506,6,岩戸 孝樹,1,0,18.3,1.4,北西,2,1600,2019/11/24
4,7,14,エンジョイ,牝2,52,△木幡 育也,37.2,452,0,田村 康仁,10,0,18.3,1.4,北西,2,1600,2019/11/24
5,6,12,ルナエクリプス,牡2,55,石橋 脩,37.6,516,10,田村 康仁,7,0,18.3,1.4,北西,2,1600,2019/11/24
6,1,1,ワンモアエフォート,牡2,52,▲大塚 海渡,39.3,484,2,勢司 和浩,5,0,18.3,1.4,北西,2,1600,2019/11/24
7,7,13,マルガイアウティスタ,牝2,54,柴田 大知,37.3,456,6,水野 貴広,15,0,18.3,1.4,北西,2,1600,2019/11/24
8,3,5,リュウノチョッパー,牡2,52,▲山田 敬士,38.3,468,-2,伊藤 伸一,9,0,18.3,1.4,北西,2,1600,2019/11/24
9,8,15,マルガイキンバリープロセス,牡2,55,W.ビュイック,38,504,0,手塚 貴久,4,0,18.3,1.4,北西,2,1600,2019/11/24
10,4,7,センノベステス,牡2,55,横山 和生,39,478,2,南田 美知雄,12,0,18.3,1.4,北西,2,1600,2019/11/24
11,2,3,トーセンマイベスト,牡2,55,丸山 元気,40.1,472,10,上原 博之,8,0,18.3,1.4,北西,2,1600,2019/11/24
12,6,11,イズジョールーラー,牡2,55,柴田 善臣,39.5,426,4,本間 忍,13,0,18.3,1.4,北西,2,1600,2019/11/24
13,3,6,マルガイジュフォン,牡2,55,岩田 康誠,40.1,496,2,和田 正一郎,6,0,18.3,1.4,北西,2,1600,2019/11/24
14,4,8,アポロバレッタ,牝2,54,吉田 豊,38.7,468,6,矢野 英一,11,0,18.3,1.4,北西,2,1600,2019/11/24
15,8,16,シゲルカメレオンザ,牡2,55,江田 照男,38.6,470,4,和田 勇介,16,0,18.3,1.4,北西,2,1600,2019/11/24
16,1,2,ウェリナ,牝2,52,△岩田 望来,40.9,476,-2,中舘 英二,14,0,18.3,1.4,北西,2,1600,2019/11/24
1,6,6,マイネルミンドール,牡2,55,石川 裕紀人,35.7,442,-2,相沢 郁,6,0,19,1.5,北北西,3,2000,2019/11/24
2,5,5,ロードオマージュ,牡2,55,R.ムーア,35.5,480,2,尾形 和幸,1,0,19,1.5,北北西,3,2000,2019/11/24
3,8,9,ドリームメッセージ,牡2,55,丸山 元気,35.7,442,10,中川 公成,3,0,19,1.5,北北西,3,2000,2019/11/24
4,7,8,ナンヨーユウヤク,牡2,55,C.ルメール,35.9,484,2,杉浦 宏昭,4,0,19,1.5,北北西,3,2000,2019/11/24
5,2,2,ダイワストレート,牡2,55,北村 宏司,36.7,468,0,宗像 義忠,7,0,19,1.5,北北西,3,2000,2019/11/24
6,3,3,エブリワンブラック,牡2,55,武 豊,36.4,500,4,武 幸四郎,2,0,19,1.5,北北西,3,2000,2019/11/24
7,1,1,ランサムトラップ,牝2,51,▲藤田 菜七子,36.5,416,2,根本 康広,8,0,19,1.5,北北西,3,2000,2019/11/24
8,4,4,ゲンパチヴィガ,牡2,55,岩部 純二,36.6,454,-8,萱野 浩二,9,0,19,1.5,北北西,3,2000,2019/11/24
9,7,7,トーセンアーリー,牡2,55,L.デットーリ,37.1,514,-2,小桧山 悟,5,0,19,1.5,北北西,3,2000,2019/11/24
10,8,10,ワイルドブリット,牡2,55,武士沢 友治,38.5,438,2,根本 康広,10,0,19,1.5,北北西,3,2000,2019/11/24
1,2,4,バルトリ,牝2,54,C.ルメール,35.6,430,0,藤沢 和雄,4,0,20,1.2,北,5,1800,2019/11/24
2,5,10,ダノンセレスタ,牡2,55,L.デットーリ,35.9,488,0,音無 秀孝,3,0,20,1.2,北,5,1800,2019/11/24
3,4,8,スカイテラス,牡2,55,石川 裕紀人,37.5,454,0,和田 正一郎,12,0,20,1.2,北,5,1800,2019/11/24
4,4,7,モーソンピーク,牡2,55,W.ビュイック,37.1,488,0,国枝 栄,2,0,20,1.2,北,5,1800,2019/11/24
5,8,15,ソードライン,牡2,55,R.ムーア,36.9,496,0,堀 宣行,1,0,20,1.2,北,5,1800,2019/11/24
6,3,6,ネオアマゾネス,牝2,54,岩田 康誠,37.1,474,0,久保田 貴士,8,0,20,1.2,北,5,1800,2019/11/24
7,3,5,ゴールドゴールデン,牡2,55,横山 和生,36.6,458,0,藤原 辰雄,10,0,20,1.2,北,5,1800,2019/11/24
8,1,2,セイウンクルーズ,牡2,54,☆武藤 雅,36.9,536,0,武藤 善則,9,0,20,1.2,北,5,1800,2019/11/24
9,1,1,ベルウッドアサヒ,牡2,52,▲菅原 明良,36.8,450,0,武市 康男,14,0,20,1.2,北,5,1800,2019/11/24
10,6,11,ネイチャーローズ,牡2,52,▲藤田 菜七子,37.5,456,0,根本 康広,11,0,20,1.2,北,5,1800,2019/11/24
11,2,3,ルカ,牡2,55,O.マーフィー,37.9,488,0,戸田 博文,6,0,20,1.2,北,5,1800,2019/11/24
12,6,12,テンチシンメイ,牡2,55,石橋 脩,38.8,502,0,小笠 倫弘,7,0,20,1.2,北,5,1800,2019/11/24
13,7,14,フレンドリースカイ,牡2,55,木幡 初也,37.9,472,0,矢野 英一,15,0,20,1.2,北,5,1800,2019/11/24
14,7,13,タマモイチバンボシ,牡2,55,松若 風馬,38.8,466,0,中竹 和也,13,0,20,1.2,北,5,1800,2019/11/24
15,5,9,スワーヴシールズ,牡2,55,横山 典弘,40.8,492,0,昆 貢,5,0,20,1.2,北,5,1800,2019/11/24
16,8,16,スリーハーバー,牡2,53,△木幡 育也,42.8,496,0,柄崎 孝,16,0,20,1.2,北,5,1800,2019/11/24
1,6,6,ミアマンテ,牝2,54,C.ルメール,35.1,422,4,木村 哲也,1,0,20.4,1.7,北北東,7,1600,2019/11/24
2,1,1,ジュンライトボルト,牡2,55,C.スミヨン,35.8,458,8,友道 康夫,2,0,20.4,1.7,北北東,7,1600,2019/11/24
3,3,3,アオイクレアトール,牡2,55,武 豊,35.8,462,-6,古賀 慎明,5,0,20.4,1.7,北北東,7,1600,2019/11/24
4,2,2,ワンスカイ,牡2,55,W.ビュイック,36,488,8,斎藤 誠,6,0,20.4,1.7,北北東,7,1600,2019/11/24
5,5,5,レッドライデン,牡2,55,O.マーフィー,36.9,478,6,鹿戸 雄一,3,0,20.4,1.7,北北東,7,1600,2019/11/24
6,7,7,ラッシュアップ,牡2,55,L.デットーリ,37.8,532,6,金成 貴史,4,0,20.4,1.7,北北東,7,1600,2019/11/24
7,4,4,タイムマシン,牡2,55,田辺 裕信,37.3,442,2,手塚 貴久,7,0,20.4,1.7,北北東,7,1600,2019/11/24
1,1,1,オーロラテソーロ,牡2,55,大野 拓弥,36.7,484,0,畠山 吉宏,2,0,25.5,1.9,南,1,1400,2019/10/5
2,5,7,ダブリナーズ,牡2,52,▲岩田 望来,37.7,464,-4,藤原 英昭,4,0,25.5,1.9,南,1,1400,2019/10/5
3,7,10,ニシノホライゾン,牡2,55,内田 博幸,38.2,494,-6,的場 均,1,0,25.5,1.9,南,1,1400,2019/10/5
4,7,11,シゲルタイタン,牡2,55,三浦 皇成,37.7,470,-8,伊藤 圭三,5,0,25.5,1.9,南,1,1400,2019/10/5
5,4,5,ボマライン,牡2,55,石橋 脩,39.5,458,-6,田村 康仁,3,0,25.5,1.9,南,1,1400,2019/10/5
6,5,6,ディーカラーズ,牡2,53,△木幡 育也,39.1,480,-12,高橋 祥泰,6,0,25.5,1.9,南,1,1400,2019/10/5
7,6,8,タマサイ,牝2,54,杉原 誠人,38.2,422,-4,尾関 知人,10,0,25.5,1.9,南,1,1400,2019/10/5
8,6,9,ショウリオウ,牡2,55,菅原 隆一,38.7,440,0,武市 康男,13,0,25.5,1.9,南,1,1400,2019/10/5
9,8,12,グラスピエーナ,牝2,54,木幡 巧也,38.7,450,-4,田中 清隆,12,0,25.5,1.9,南,1,1400,2019/10/5
10,4,4,セイカタチバナ,牡2,55,石川 裕紀人,40.2,460,2,南田 美知雄,8,0,25.5,1.9,南,1,1400,2019/10/5
11,2,2,キャストロペトラ,牡2,55,吉田 豊,40.4,450,-4,粕谷 昌央,9,0,25.5,1.9,南,1,1400,2019/10/5
12,8,13,トレンディー,牡2,54,☆野中 悠太郎,39.3,448,-8,小西 一男,11,0,25.5,1.9,南,1,1400,2019/10/5
13,3,3,ニシノコードブルー,牡2,55,戸崎 圭太,39.7,448,4,小桧山 悟,7,0,25.5,1.9,南,1,1400,2019/10/5
1,6,7,ペルラネーラ,牝2,54,戸崎 圭太,33.6,446,-6,国枝 栄,1,0,25.5,1.9,南,2,1800,2019/10/5
2,6,6,マスターワーク,牝2,54,三浦 皇成,34.1,480,2,鹿戸 雄一,3,0,25.5,1.9,南,2,1800,2019/10/5
3,3,3,シェクロエ,牝2,54,M.デムーロ,34.2,432,0,小野 次郎,2,0,25.5,1.9,南,2,1800,2019/10/5
4,4,4,ウインアステロイド,牡2,55,内田 博幸,34.6,444,0,和田 正一郎,5,0,25.5,1.9,南,2,1800,2019/10/5
5,7,8,アイルショウユー,牝2,54,大野 拓弥,34.6,428,0,岩戸 孝樹,4,0,25.5,1.9,南,2,1800,2019/10/5
6,1,1,ベルブション,牡2,55,北村 宏司,34.4,452,-6,青木 孝文,7,0,25.5,1.9,南,2,1800,2019/10/5
7,8,10,アコルドエール,牡2,55,石川 裕紀人,34.7,482,-2,中川 公成,6,0,25.5,1.9,南,2,1800,2019/10/5
8,8,11,ジャジャウマ,牝2,51,▲岩田 望来,34.3,420,0,深山 雅史,10,0,25.5,1.9,南,2,1800,2019/10/5
9,2,2,ジャストワン,牡2,54,☆野中 悠太郎,34.7,492,-10,小西 一男,9,0,25.5,1.9,南,2,1800,2019/10/5
10,7,9,コスモフラッター,牡2,55,柴田 大知,35,468,-8,金成 貴史,11,0,25.5,1.9,南,2,1800,2019/10/5
11,5,5,ザビーチ,牝2,54,田中 勝春,35.7,448,-8,高市 圭二,8,0,25.5,1.9,南,2,1800,2019/10/5
1,8,14,チェーンオブラブ,牝2,54,三浦 皇成,33.7,462,-4,小笠 倫弘,2,0,25.5,1.9,南,3,1400,2019/10/5
2,7,12,タイキラッシュ,牡2,55,大野 拓弥,33.3,500,14,高木 登,5,0,25.5,1.9,南,3,1400,2019/10/5
3,6,10,メルテッドハニー,牝2,51,▲岩田 望来,34.3,396,8,大江原 哲,6,0,25.5,1.9,南,3,1400,2019/10/5
4,5,7,ガストロノミスト,牡2,55,石橋 脩,33.8,476,0,小崎 憲,4,0,25.5,1.9,南,3,1400,2019/10/5
5,7,11,シャチ,牡2,55,吉田 豊,33.8,436,-8,小桧山 悟,9,0,25.5,1.9,南,3,1400,2019/10/5
6,4,5,ザンセツ,牡2,55,内田 博幸,34,432,0,古賀 慎明,3,0,25.5,1.9,南,3,1400,2019/10/5
7,3,4,コスモカンツォーネ,牡2,55,柴田 大知,34.9,438,-8,高橋 祥泰,10,0,25.5,1.9,南,3,1400,2019/10/5
8,3,3,ヴォールヴィコント,牝2,54,戸崎 圭太,34.4,488,4,上原 博之,1,0,25.5,1.9,南,3,1400,2019/10/5
9,6,9,ミツカネショコラ,牝2,54,武士沢 友治,33.6,400,-8,清水 英克,8,0,25.5,1.9,南,3,1400,2019/10/5
10,8,13,ロードカバチ,牡2,54,☆野中 悠太郎,34,426,-4,菊川 正達,11,0,25.5,1.9,南,3,1400,2019/10/5
11,1,1,ピュアハート,牝2,52,△木幡 育也,34.3,498,-16,杉浦 宏昭,13,0,25.5,1.9,南,3,1400,2019/10/5
12,5,8,テルミーユアラヴ,牝2,54,石川 裕紀人,35.8,452,0,相沢 郁,7,0,25.5,1.9,南,3,1400,2019/10/5
13,2,2,コーリンマジェリー,牝2,54,木幡 巧也,35.9,440,-10,小野 次郎,12,0,25.5,1.9,南,3,1400,2019/10/5
14,4,6,リトルウィジー,牝2,53,☆武藤 雅,35.2,402,2,中野 栄治,14,0,25.5,1.9,南,3,1400,2019/10/5
1,3,5,タイアンキチジツ,牝2,51,▲岩田 望来,38.9,482,0,中舘 英二,7,0,25.5,1.9,南,4,1600,2019/10/5
2,8,16,アールウェルス,牡2,55,藤岡 佑介,39.4,510,0,牧浦 充徳,3,0,25.5,1.9,南,4,1600,2019/10/5
3,6,11,スズカゴウケツ,牡2,55,田中 勝春,38,458,0,伊藤 圭三,6,0,25.5,1.9,南,4,1600,2019/10/5
4,3,6,ヌンカプト,牡2,55,江田 照男,39.5,442,0,矢野 英一,2,0,25.5,1.9,南,4,1600,2019/10/5
5,2,4,マルガイキンバリープロセス,牡2,55,石橋 脩,38.4,504,0,手塚 貴久,5,0,25.5,1.9,南,4,1600,2019/10/5
6,4,8,マルガイアメリカンニーニャ,牝2,54,戸崎 圭太,40.2,512,0,石坂 公一,1,0,25.5,1.9,南,4,1600,2019/10/5
7,2,3,ネオデレヤ,牡2,54,☆野中 悠太郎,38.6,474,0,小西 一男,14,0,25.5,1.9,南,4,1600,2019/10/5
8,1,2,フジコウキ,牡2,55,松岡 正海,37.6,474,0,高市 圭二,12,0,25.5,1.9,南,4,1600,2019/10/5
9,7,14,ヘニービュット,牡2,55,小崎 綾也,41.5,502,0,池上 昌和,8,0,25.5,1.9,南,4,1600,2019/10/5
10,1,1,クリアミッション,牡2,55,大庭 和弥,39,500,0,土田 稔,9,0,25.5,1.9,南,4,1600,2019/10/5
11,7,13,ティアップレディー,牝2,54,杉原 誠人,37.9,454,0,奥平 雅士,11,0,25.5,1.9,南,4,1600,2019/10/5
12,8,15,ラブオーソ,牝2,51,▲大塚 海渡,40.6,434,0,和田 雄二,16,0,25.5,1.9,南,4,1600,2019/10/5
13,5,10,ジニアテソーロ,牝2,52,△木幡 育也,41.8,446,0,奥平 雅士,4,0,25.5,1.9,南,4,1600,2019/10/5
14,4,7,タレントバイオ,牝2,54,木幡 巧也,42,470,0,牧 光二,13,0,25.5,1.9,南,4,1600,2019/10/5
15,5,9,レクレール,牡2,55,武士沢 友治,40.7,466,0,堀井 雅広,15,0,25.5,1.9,南,4,1600,2019/10/5
16,6,12,ワンビリーブ,牡2,55,石川 裕紀人,46.2,508,0,相沢 郁,10,0,25.5,1.9,南,4,1600,2019/10/5
1,8,16,ラッシュアップ,牡2,55,戸崎 圭太,34.7,526,0,金成 貴史,3,0,25.5,1.9,南,5,1600,2019/10/5
2,5,10,スピードオブラブ,牝2,54,北村 宏司,34.3,432,0,中川 公成,10,0,25.5,1.9,南,5,1600,2019/10/5
3,4,7,クロミナンス,牡2,55,M.デムーロ,35.3,480,0,尾関 知人,1,0,25.5,1.9,南,5,1600,2019/10/5
4,6,12,グッドマックス,牝2,54,木幡 巧也,34.4,448,0,堀井 雅広,8,0,25.5,1.9,南,5,1600,2019/10/5
5,2,3,クリノプレミアム,牝2,54,田中 勝春,35.2,460,0,伊藤 伸一,7,0,25.5,1.9,南,5,1600,2019/10/5
6,7,14,フェデネージュ,牝2,54,蛯名 正義,35.3,432,0,国枝 栄,2,0,25.5,1.9,南,5,1600,2019/10/5
7,3,5,ジェロボーム,牝2,54,三浦 皇成,35,490,0,古賀 慎明,5,0,25.5,1.9,南,5,1600,2019/10/5
8,8,18,ナゲキッス,牝2,54,江田 照男,35.5,418,0,大江原 哲,15,0,25.5,1.9,南,5,1600,2019/10/5
9,2,4,コバルトスカイ,牝2,53,☆野中 悠太郎,35.3,470,0,黒岩 陽一,4,0,25.5,1.9,南,5,1600,2019/10/5
10,8,17,ミヤビマドンナ,牝2,54,松岡 正海,35.9,450,0,中舘 英二,6,0,25.5,1.9,南,5,1600,2019/10/5
11,3,6,ジャポネスク,牝2,54,大野 拓弥,35.1,416,0,高橋 祥泰,13,0,25.5,1.9,南,5,1600,2019/10/5
12,1,2,ボンテンマル,牡2,54,☆武藤 雅,35.8,434,0,尾形 和幸,9,0,25.5,1.9,南,5,1600,2019/10/5
13,1,1,ナムラアロハ,牝2,51,▲大塚 海渡,35.8,378,0,石栗 龍彦,17,0,25.5,1.9,南,5,1600,2019/10/5
14,7,13,グランバル,牡2,55,太宰 啓介,37.1,466,0,和田 雄二,11,0,25.5,1.9,南,5,1600,2019/10/5
15,5,9,テイエムピカピカ,牝2,54,菅原 隆一,36.8,460,0,石栗 龍彦,16,0,25.5,1.9,南,5,1600,2019/10/5
16,6,11,カゼニノッテ,牝2,54,大庭 和弥,36,452,0,松永 康利,18,0,25.5,1.9,南,5,1600,2019/10/5
17,7,15,シデンカイ,牡2,55,武士沢 友治,36.5,526,0,清水 英克,12,0,25.5,1.9,南,5,1600,2019/10/5
18,4,8,ジャストチョウサン,牡2,55,石川 裕紀人,37,460,0,蛯名 利弘,14,0,25.5,1.9,南,5,1600,2019/10/5
1,3,3,サリオス,牡2,55,石橋 脩,33.1,540,6,堀 宣行,1,0,25.5,1.9,南,11,1600,2019/10/5
2,6,6,クラヴァシュドール,牝2,54,藤岡 佑介,33.1,450,0,中内田 充正,2,0,25.5,1.9,南,11,1600,2019/10/5
3,8,8,アブソルティスモ,牡2,55,戸崎 圭太,34.3,494,-4,藤沢 和雄,3,0,25.5,1.9,南,11,1600,2019/10/5
4,2,2,ジェラペッシュ,牝2,54,吉田 豊,34.1,446,4,尾関 知人,6,0,25.5,1.9,南,11,1600,2019/10/5
5,8,9,エンジェルサークル,牝2,54,M.デムーロ,33.7,436,-6,中川 公成,5,0,25.5,1.9,南,11,1600,2019/10/5
6,7,7,シコウ,牡2,55,木幡 巧也,34.9,450,-10,牧 光二,7,0,25.5,1.9,南,11,1600,2019/10/5
